,Tittel,Abstrakt,Årstall
1845,An empirical analysis of the unbiasedness hypothesis,"This thesis has two main aims, split into two parts. The aim of the first part is to see if the
unbiasedness hypothesis holds for some of the world’s most liquid currency pairs. The
objective is to gather new data on ...",2018
1850,‘Reeling in’ fish fraud : identifying the stage where seafood mislabelling occurs in Canada’s supply chain and solving it : European success adapted to Canada,"In Canada, there exists an epidemic of seafood fraud ad counteracting this requires an
understanding of which actors are creating this issue. To do this, I created a model and used
variables, including likelihood to be ...",2018
1851,Blockchain in financial markets and intermediation : a qualitative exploratory study of the impact of blockchain technology on the financial market infrastructure and financial services,"A blockchain is an open, decentralized ledger that provides a cryptographically secure way of
transacting without the need of trusted third parties. The technology has garnered a variety
of claims and perceptions regarding ...",2018
1859,Scrapping determinants in the tanker market : a vessel based logit model,"Like many others, the crude oil tanker industry face the challenge of capital depreciation.
Higher operational- and maintenance costs cause shipowners to scrap older vessels to
ensure pro tability. However, in good ...",2018
1873,Has Norway’s oil riches hampered education? : oil activity and its relative effects on the educational attainment of affiliated municipalities,"This thesis aims to uncover if communities affected by oil activity have suffered a reduction in
their share of higher educational attainment, compared to other municipalities. Using data on
oil production and investments ...",2018
1880,Facing the crowd : an assessment of credit quality in crowdlending platform portfolios,"Crowdlending is a new form of lending, where platforms act as intermediaries between
borrowers and lenders. The industry is gaining traction across Europe and the US. However,
there has been little research into this ...",2018
1885,United in the fight against a-krim : a case study of an interorganizational collaboration between Norwegian public entities,"In this master’s thesis we study the interorganizational collaboration (IoC) between
Norwegian public entities in the fight against labor crime, or arbeidslivskriminalitet in
Norwegian, further referred to as a-krim. The ...",2018
1888,Racial discrimination in the sharing economy : evidence from online experiments,"Racial discrimination in the sharing economy is a topic drawing increasing attention. The
short-term rental company Airbnb implemented several initiatives aiming to limit
discrimination on its platform. Yet, it did not ...",2018
1890,Financial impact of a political crisis : the case of Catalonia (Spain),"The aim of this master thesis is to investigate how the increased uncertainty in the conflict in Catalonia from 2010 to 2018 has impacted the financial markets in Spain. In doing so, the event study methodology is applied ...",2018
1893,Will ‘Green’ be the ‘New Black’? : investigating how sustainability impacts perceptions of brand and product value in the luxury sector,Ikke funnet,2018
1895,Artificial Intelligence and Nord Pool’s intraday electricity market Elbas : a demonstration and pragmatic evaluation of employing deep learning for price prediction : using extensive market data and spatio-temporal weather forecasts,"This thesis demonstrates the use of deep learning for automating hourly price forecasts in continuous
intraday electricity markets, using various types of neural networks on comprehensive
sequential market data and ...",2018
1899,Local currencies : the context of their emergence : an explanatory model on the number of local currencies launched in France from 2007 to 2017,"The aim of this thesis was to identify the contextual factors that influence the creation of local
currencies. To pinpoint these factors, two multiple linear regression models were developed
in which the choice of the ...",2018
1908,When non-financial companies invest in risky financial assets : a dynamic panel analysis of determinants of the financial portfolio risk in Norwegian firms,"This thesis examines determinants of the risky financial assets of Norwegian firms in the
period of 1999 to 2015. Unlike previous research, and as recently requested in recognized
academic papers, our analysis is aimed ...",2018
1912,Online competition : examining competition between online and dual-channel retailers in the Norwegian electronics market,"The purpose of this thesis is to explore competition among retailers online. Online retailing
has grown significantly in recent years and is expected to keep growing. Simultaneously,
traditional brick-and-mortar retailers ...",2018
1913,AIS data and the price of oil : a study of predictive feasability,"Compared to the oil market, physical movement of oil-carrying vessels is very precise and
reflects the real production rates more timely than official reports. In this paper, we examine
whether detailed information on ...",2018
1915,Can European unicorns defend the high valuations? : a challenge of the post-money valuation approach,"We apply a DCF-based R-model on a sample of 12 European unicorns to show that postmoney
valuations overstate the fair value of VC-backed companies. At best, the initial result
suggests that the majority of the sample is ...",2018
1918,Initial coin offerings considerations for an investor,"Cryptocurrency and blockchain has conjointly become trending buzzwords in the business
world today. As the blockchain technology has become older and more researched, its areas
of usage have broadened far beyond payment ...",2018
1920,Predictive power of AIS on marine insurance : a demonstration of how activity level and operational patterns of the merchant fleet can be used to predict P&I insurance claims using machine learning,"Digitalisation is making a growing appearance across all sectors, and traditional P&I insurance
is no exception. Marine insurance is said to be several years behind traditional land-based
insurance when it comes to ...",2018
1923,The effect of natural resource abundance on income of local labor markets,"This master thesis contributes to the literature on the effect of natural resource abundance on regional
level outcomes in Norway. We aim to analyze the causal effect of an onshore petroleum
facility (OPF) approval on ...",2018
1924,The value of adapting to climate change for Norwegian salmonid aquaculture : a scenario-based analysis,"The Norwegian aquaculture industry accounts for 6.5 percent of total exports from
Norway. The United Nations projects that by 2030 the world population will grow
to 8.5 billion people. In order to maintain food security, ...",2018
1931,Agricultural productivity and the fight against deforestation : an empirical analysis of the eﬀect of factor-biased technical change on agricultural land use and forests in Brazil,"The aim of this thesis is to study the eﬀect of two new agricultural technologies on agricultural land use and forests. To guide our empirical work, we present a simple model in which the eﬀect on land use in agriculture ...",2018
1937,"Environmental sustainability practices in European ports : an analysis of environmental management system tools, sustainability instruments and green practices, improving environmental performance of European cruise ports","The main subject of this Thesis is the environmental sustainability management tools used to
improve environmental performance of European ports. In the first part the problem of
environmental impacts from port operations ...",2018
1945,Social media to support organisational activities : a framing theory perspective : a case study on how two Norwegian organisations use social media,The aim of this thesis is to contribute new insights on social media usage in organisations by answering the following main research question: How is social media used to support organisational activities in marketing and ...,2018
1961,Employing deep learning for stock return prediction on the Oslo Stock Exchange : a comprehensive test of deep learning models for predictive purposes and applicability to trading,"We predict daily out-of sample directional movements of the constituent stocks of the Oslo
Stock Exchange Benchmark Index (OSEBX) using Long Short-Term Memory (LSTM) net
works, benchmarked against other machine learning ...",2018
1972,One step closer to the hybrid ideal : a qualitative approach,"Social ventures change the traditional business environment by offering competitive products and services, while solving societal problems. Consistently, such organizations aim to generate both social and economic value. ...",2018
1973,"Do all stocks fail to outperform treasury bills? : an inquiry into the return distributions of individual stocks in United Kingdom, Japan, Germany, France, Italy and Sweden","Inthispaper, weinvestigatethedistributionofindividualstockreturnsinUnited Kingdom, Japan, Germany, France, Italy and Sweden from 1986 to 2017. Specifically, our results highlight the strong presence of positive skewness ...",2018
1974,Beyond the usual suspects : impact of private equity on industries and competitors of portfolio companies : evidence from the Norwegian market,"Although much evidence supports that private equity enhances performance for the companies backed by it, many critics claim it destroys value. Numerous concerns also relate to its impact on the economy. Based on this, we ...",2018
1978,The financial impact of informal economic sanctions : an empirical study of the impact of China’s informal economic sanctions on Norwegian salmon exports following the 2010 Nobel Peace Prize,"In this study, we have investigated whether the Chinese informal economic sanctions against Norwegian salmon had a negative effect on Norwegian salmon exporting firms’ financial performance. According to theory on international ...",2018
1980,Adoption of green products : a study of drivers influencing consumers’ intentions to adopt green products,"In light of the raising concern about environmental issues, consumers and the society are increasingly emphasising the importance of green innovations. However, actual sales of green products do not reflect consumers’ ...",2018
1984,Norway’s monitoring of development aid and it’s results : a gut-feeling approach the case of Ukraine,"This thesis addresses the risk of corruption in development aid. The study investigates
whether the risk assessments and risk mitigating measures used by Norway’s Ministry of
Foreign Affairs (MFA) sufficiently prevent ...",2018
1992,The revised Payment Services Directive (PSD2) : implications of PSD2 on Norwegian banks,"This thesis focuses on the revised Payment Services Directive (PSD2), a regulation aiming to make the European payments market more integrated and efficient, make payments easier and more secure and increase innovation and ...",2018
1993,Separating state aid : a conceptual study to evaluate the use of accounting separation as a tool for preventing cross-subsidization in the current legal framework for state aid,"Issues arising from public authorities competing in markets have been somewhat overlooked,
despite the OECD’s emphasis on the need for equal terms in the competition between public
and private undertakings (Honoré, 2017). ...",2018
1994,NPEs’ patent acquisitions : empirical analysis of patent data,"Patent trolls, or NPEs, act as intermediaries in the markets for technology and behave
opportunistically to earn profit through patent litigation and licensing. Some researchers claim
that NPEs harm the economy and ...",2018
1998,"The Refugee – Burden of the decade, or an economic opportunity? : a qualitative study on the role of the private sector in creating sustainable solutions for refugees in developing countries through local integration.","The magnitude of global forced displacement has long surpassed old records. The situation is
dire for the tens of millions of refugees stripped of their dignity and ability to live normal
lives. The global society is yet ...",2018
2000,Financial literacy and other determinants of consumer complaint behavior : an empirical study utilizing the CFPB’s complaint database,Too many in the United States lack the necessary skills to make sound financial choices. In combination with a wide range of options in the consumer-finance market and the inherent conflict of interest that exists between ...,2018
2001,Underpricing and aftermarket performance of IPOs in the UK : an empirical review,"This thesis contributes to the literature on Initial Public Offerings (IPOs). It seeks to uncover
and explain underpricing and aftermarket performance for companies that go public for the
first time in the United Kingdom ...",2018
2003,Work’s intrusion in home affairs : evidence on work–family conflict from a german nationwide panel,"Recent research in the fields of management and labor economics suggest that
multiple work-specific features affect work–family conflict. The intent of this thesis is
to extend the empirical evidence on the ramifications ...",2018
2008,Method for Fusing Predictor Levels with Application to Insurance Data,"The aim of this thesis is to determine whether the prediction accuracy of a model can be
improved by using a data-driven method to bin continuous variables and group the levels of
categorical variables. We use data on ...",2018
2019,Business cycles and capital structure : can firms strategically adapt their capital structure in order to gain superior profits?,"This paper tests whether firm capital structure can be strategically adapted to the different
phases of the business cycle. Relevant theoretical works are presented. Data sourced from
SNF/NHH on all firms registered in ...",2017
2020,Fundamental volatility and stock returns : does fundamental volatility explain stock returns?,"In this thesis, we investigate whether the fundamental uncertainty can explain the crosssection
of stock returns. To measure the fundamental uncertainty, we estimate rolling standard
deviations and accounting betas of ...",2017
2039,Skatte- og konkurransemessige utfordringer i delingsøkonomien : en studie av Airbnb,"Delingsøkonomien har vært gjenstand for bemerkelsesverdig vekst i nyere tid.
Delingskonseptet omfatter en rekke økonomiske aktiviteter som via en plattform tilrettelegger
for effektiv kommunikasjon mellom tilbydere og ...",2017
2045,Change in the game : business model innovation in the video game industry across time,"Technological innovation has changed business models across multiple industries – retail
(Amazon), taxi (Uber), hotel (Airbnb). Through exploratory research, using secondary data,
this thesis describes changes that have ...",2017
2053,Why does the Allais paradox occur also among business students?,The reasons for people making certain decisions has always been a question of interest among researchers. This paper presents a broad study in the field of Behavioral Finance on the topic of the Theory of Rational Choice ...,2017
2055,End-user flexibility and network investments : a study on utilizing end-user flexibility to defer capacity increasing investments in the Norwegian distribution network,"The electricity value chain is facing several challenges. The transport sector is electrified, the
electricity system digitalized, and generation decentralized. These trends transform the
outlook of the electricity system. ...",2017
2066,Investment analysis : examining the theoretical- and practical relationship,"Previous studies on the topic of theory versus practice are usually conducted using
surveys, with extensive questionnaires addressed to CEOs from different companies.
This give rise to aggregated results, primarily ...",2017
2074,Higher-moment portfolios with practical constraints based on Polynomial goal programming,"This thesis contributes to the field of portfolio selection by constructing and analyzing the
impact of incorporating higher-moments by Polynomial goal programming. We construct
the mean-variance-skewness and the ...",2017
2087,Virtual reality in experience marketing: An empirical study of the effects of immersive VR,"Recent technological development has led virtual reality (VR) head mounted displays (HMD) to become commercially available to the mass market. Consumers have started to adopt the technology quickly, and forecasts for the ...",2017
2089,Blockchain and the future of money and finance : a qualitative exploratory study of blockchain technology and implications for the monetary and financial system,"Bitcoins original idea proposed a trustless monetary system, without the need of
intermediaries. In recent years, these very intermediaries it originally tried to circumvent, have
gained an increased interest in Bitcoin’s ...",2017
2093,A race to the bottom? : a game-theoretic approach to monetary policy interdependence,"The recent low interest regime of most central banks in the world raises several questions.
First, it appears that the interest rates may have been too low during periods of recessions.
Second, the key policy rates seem ...",2017
2123,Performance of sustainable investments : a comparison of sustainable and conventional mutual funds in emerging markets,"This thesis compares the performance and risk factor exposure of sustainable and conventional
mutual funds in emerging markets from January 2012 to July 2017. We use the latest
sustainability ratings provided by Morningstar ...",2017
2132,Crowdfunding sustainability : how do entrepreneurs of sustainability projects utilise the potential of crowdfunding for fundraising?,"Entrepreneurs of sustainability projects face difficulties in raising capital from conventional
financial sources, primarily because of a weaker focus on financial performance. However,
the emergence of crowdfunding as ...",2017
2141,Organizational purpose in management control systems : a case study on how two Norwegian organizations operationalize their purpose,"The aim of this thesis is to contribute with new insights on the concept of organizational
purpose, by answering the following main research question:
How does purpose influence the MCS in purpose-driven organizations?
There ...",2017
2156,Investigating the predictive ability of AIS-data : the case of arabian gulf tanker rates,"This thesis investigates whether information derived from AIS-data incorporates superior information
about future freight rates. Specifically, we assess if such data improve the ability to predict
TD3 spot rates between ...",2017
2161,Population ageing in extended overlapping generations models : a numerical analysis of the financing of the Norwegian national insurance scheme,"In recent years, a funding of the Norwegian National Insurance Scheme has been discussed as
a sustainability-improving measure in the wake of the financial crisis and an ageing population
due to baby boomers entering ...",2017
2165,The impact of blockchain on business models : a study on how the attributes of blockchain affect the elements of business model,"Technological antecedents can radically change the way firms organize value creation and
engage in value exchange. Blockchain, considered to be an extension of internet is said to
have the potential to disrupt many ...",2017
2173,Measuring sustainable livelihood restoration in hydropower : commensuration and its effects on voluntary adoptors of the IFC performance standards,An increase in stakeholder focus on the environmental and social impacts of large infrastructure projects has led many actors to engage in Corporate Social Responsibility. In no area is this truer than in large scale ...,2017
2174,Offshore service vessel contribution to the air pollution in a port city : estimation of aggregate emissions for the Port of Bergen,"The main subject of this thesis are emissions released by an offshore fleet visiting the Port of
Bergen. In its first part, a problem of shipping-related pollution is introduced. It includes a
description of main emission ...",2017
2183,Valuation of First Solar Inc. : a fundamental analysis of a solar company,"The thesis conducts analysis and valuation of First Solar Inc, a renowned U.S. based solar
company. The study employs theory in valuation and practical insights in profession to gauge a
fair value estimate for First Solar ...",2017
2187,Blockchain in the electricity market : identification and analysis of business models,"This paper aims to identify the business models used by blockchain-based initiatives and
projects in the electricity market and identify how they affect it. This research examines the
market trends within the electricity ...",2017
2194,Will robots replace us? : an Empirical analysis of the impacts of robotization on employment in the Norwegian manufacturing industry,"Rapid advances in robotics, artificial intelligence, and digital technologies have
introduced renewed concern that labor will become redundant. The aim of this thesis
is to assess whether there exists a relationship ...",2017
2198,The cluttered battlefield of financial restructurings : an inquiry into the resolution of financial distress between 2013 and 2017 for firms raising funds in norwegian capital markets,"Following the 2014 oil price plunge, a large number of offshore firms have suffered from
financial distress. Significantly lower revenues, combined with high debt levels has impaired
oil-related industries’ debt-servicing ...",2017
2206,"IFRS 17 - Forsikringskontrakter : i hvilken grad løser den nye standarden problemstillingene, utfordringene og manglene som IFRS 4 er beheftet med?","IASB sitt arbeid med å utrede en ny standard for forsikringskontrakter har vært en lang og
tidkrevende prosess. Over 20 år etter at arbeidet ble påbegynt, ble omsider IFRS 17 –
Forsikringskontrakter ferdigstilt i mai ...",2017
2212,"The fellowship of the thin capitalization rules : an empirical analysis of the effect of earnings stripping rules in Norway, Finland, Spain and Germany","Governments across Europe have recently introduced tax reforms to counter the growing
problem of multinational companies exploiting loopholes in tax regulations. We have
analysed the effect of one type of tax regulation, ...",2017
2223,Strategic financial statement analysis and valuation of Aker solutions ASA,"The purpose of this paper is to estimate the fair value of Aker Solutions ASA per 31.05.2017.
The fair value is held up against the market price to make a recommendation as to what
investment strategy an external, ...",2017
2227,The effects of tax reform on the capital structure of Listed firms in Norway : an empirical study,"The goal of this thesis is to determine how changes in the corporate tax rate affect the capital
structures of Norwegian firms, and how such effects can be explained by established economic
theories. We have applied ...",2017
2238,Gender diversity and firm performance : evidence from Norway 2010-2014,"The aim of this master’s thesis is to investigate the impact of gender diversity in firms on firm
performance using data from Norwegian firms and municipalities. Gender diversity is
measured using three regional gender ...",2017
2243,Explaining election outcomes using web search data : evidence from the U.S. presidential elections 2008 - 2016,"Can Google Trends data be used to proxy socially sensitive sentiments, and can such proxies
explain election outcomes? This thesis analyzes the effects of different social sentiments,
proxied by Google search data, on ...",2017
2253,Hvorfor velger teknologigiganter å kjøpe opp lavdigitaliserte selskaper? - Et trendskifte? : en flercasestudie av Amazon sitt oppkjøp av Whole Foods og Airbnb sitt oppkjøp av Luxury Retreats,"Hensikten med denne utredningen har vært å analysere hvorfor to høydigitaliserte selskaper
som Amazon og Airbnb, har kjøpt opp to lavdigitaliserte selskaper, henholdsvis Whole
Foods og Luxury Retreats. Den digitale ...",2017
2254,Option volume and evidence of informed trading : an empirical study of daily option trading volume from selected S&P500 companies in the period 2009 to 2014.,"This thesis seeks to unveil evidence of informed trading in option markets. We
use unsigned option volume data to construct a signed modified put call ratio, which
is used to analyze unusual trading patterns prior to ...",2017
2261,The balancing act of ticket pricing in subsidized performing arts : increasing self-sufficiency in the Norwegian national opera & ballet,"This master thesis aims to find out how to increase the self-sufficiency of performing arts institutions
without making the performing arts a good for the elite. Generally, large opera houses
will never be able to carry ...",2017
2268,"The effect of ownership concentration on deal probability in corporate takeovers : an empirical study of ownership concentration, with new evidence consistent with the free-rider proposition","The main purpose of this thesis is to empirically examine the relationship between
the target firm’s ownership concentration and deal probability, conditional on a bid
having been made. To examine this relationship in a ...",2017
2271,Venture capital and industry specialization : an empirical study of venture capital investments in Norwegian portfolio companies,"Applying a carefully constructed data sample of 120 Norwegian portfolio companies being
backed by Norwegian Venture Capital firms, this thesis aims at answering how the degree of
industry specialization in Venture Capital ...",2017
2275,The Effects of technology on students’ academic performance rollout of individual laptops in norwegian upper secondary schools,"Di↵erent technologies have been implemented in the educational system in Norway over the last
decade and it has been a subject of debate whether the use of technology enhances students’
educational outcomes. The aim of ...",2017
2276,Evaluating the effects of industrial robots on the European labour market : employment and wage effects,"While the nature of work and skill demand has changed multiple times, the pace of the change
has accelerated significantly in a way never seen before. An amount of literature explains this by
the technological advances ...",2017
2277,Option volume and evidence of informed tradingm : an empirical study of daily option trading volume from selected S&P500 companies in the period 2009 to 2014,"This thesis seeks to unveil evidence of informed trading in option markets. We
use unsigned option volume data to construct a signed modified put call ratio, which
is used to analyze unusual trading patterns prior to ...",2017
2287,Explanations for the low volatility anomaly : an empirical analysis of the Norwegian stock market,"In this thesis, we examine the relation between idiosyncratic volatility and stock returns.
Inspired by recent studies on the low volatility anomaly, we document the existence of
and explain this phenomenon in the Norwegian ...",2017
2288,Environmental speed limits : do temporary speed limits improve air quality?,"In 2004, Oslo introduced a policy that involved a temporary reduction in the maximum
speed limit of 20 km/h (80 – 60 km/h) during the winter. The aim of this policy was to
improve local air quality in order to reduce the ...",2017
2296,Measuring and predicting bond fund performance : an empirical study of the Norwegian market,"This paper concentrates on the performance of Norwegian bond funds by measuring
the risk-adjusted return (alphas) and examining the predictive power of several fund
characteristics. We use daily returns both gross and ...",2017
2299,Innovating the supply chain of wind energy through the application of additive manufacturing,"3D Printing, more commonly known today as Additive Manufacturing, is an industry
that is growing at tremendous rates, with a forecasted market size of over $20 Billion
USD within the next 3 years. Firms like Ford Motor ...",2017
2305,Impact of technology on corruption : a study of impact of e-procurement on prices of various government purchases,"Corruption is a challenge that can restrain a country’s development, and there have been many
initiatives to address this severe global phenomenon. Given the increasing role of technology
in an interconnected world, many ...",2017
2313,Business transformation through sustainability : a study of strategic operations and management decision making in the global wine industry.,Ikke funnet,2017
2316,Can brands have superheroes? : a study investigating the effects of brand alliances with superhero characters on the evaluation of the host brand,"Despite the growing popularity of brand alliances, there has been a fairly low amount of
research regarding this strategy if compared to others, such as brand extensions. Additionally,
there is an increasing trend of ...",2017
2321,Bad Neighbours? Local Price Competition in the Norwegian Grocery Retail Market,The aim of this paper has been to examine the local competition between grocery retail stores in the Norwegian grocery retail market. Our attention has been on explaining the effect of market structure on prices. For this ...,2017
2323,Consumer ethnocentrism: a research synthesis and meta-analysis of its sociopsychological antecedents and outcomes,"The goal of this thesis is to identify the socio-psychological antecedents and main outcomes
of consumer ethnocentrism, and to quantify the relationship of consumer ethnocentrism and
these related constructs. For this, ...",2017
2336,Estimating the effect of corporate income tax reductions : a comparative case study on the capital structure of financial corporations,"This thesis aims to investigate the effects of a corporate income tax rate change on financial
corporations’ capital structure. We perform two case studies on financial corporations located
in Austria and the Netherlands ...",2016-09-05
2342,Value creation in business-nonprofit collaboration : a case study of a danish apparel company,"Companies are under increasing pressure to ensure a high degree of social responsibility in
their operations, throughout the value chain and around the globe. At the same time, the
importance and influence of nonprofit ...",2016-09-05
2343,Utfordringer med delingsøkonomien : er Airbnb en konkurrent til hotellnæringen?,"I Norge har delingsøkonomiens muligheter og utfordringer blitt mye diskutert. Men lite
forskning på området har blant annet ført til få konkrete forslag om hvordan man skal møte
utfordringene. Denne masteroppgaven ser ...",2016-09-02
2344,"Circular economy in Norway : a qualitative study of how collaboration across firms, industries and sectors act as an enabler of a circular economy in Norway","Volatile resource prices, supply disruptions, economic losses and environmental strain has lead
researchers and businesses to seek for an alternative to the linear production model. Circular
economy has risen as a ...",2016-09-02
2348,"Beyond budgeting in Jotun : a case study on substituting the budget with separate forecasting and targeting tools in a global, industrial corporation","The following thesis is a qualitative study aimed at contributing to the Beyond Budgeting
literature on unbundling the traditional budget by answering the question:
“Why may global, industrial corporations attempting to ...",2016-09-02
2350,Foreign direct investments in the Czech automotive industry : a case study of Hyundai Motor Company,"This thesis is a strategic analysis of the 2006 greenfield investment in the Czech Republic, by
the global automotive manufacturer Hyundai Motor Group. We analyse the factors that made
Czech Republic an advantageous ...",2016-09-02
2352,Development and Effectiveness of Controlled-Foreign-Company Rules : Empirical evidence from European multinational companies,"This thesis studies the development of CFC rules and assesses the effect that
CFC rules have on capital structure decisions of MNCs. CFC rules are an anti-taxavoidance
measure that aims to prevent profit shifting. If CFC ...",2016-09-02
2355,An empirical analysis of futures pricing in the Nordic electricity market,"The aim of this paper is to study the pricing of futures contracts relative to expected future
spot prices in the Nordic electricity market. Data set of 1–6 weeks ahead weekly and 1–6
months ahead monthly futures is used ...",2016-09-02
2362,Business Model Categories for the Base of the Pyramid and Challenges in the South African Market,"The purpose of this thesis is to map various categories of business models to reach the Base of
the Pyramid (BOP) customer segment, and to highlight some of the main perceived challenges
in the South African market, with ...",2016-09-02
2367,The economic impact of fuel consumption uncertainty for tankers,"In this thesis, we evaluate how uncertainties in ship operation, particularly fuel consumption,
impact speed optimization and profit maximization. By courtesy of SKS Tankers AS, three
years of noon reports and the ship ...",2016-09-02
2373,Corporate social responsibility of companies in China oil sector : a case study of China national petroleum company,"CSR studies of Oil company in Asian countries remains at a relevantly vague states.
Therefore, this research is conducted under the exploratory approach to explore
details of the CSR of companies in China oil sector, and ...",2016-09-02
2379,An empirical study of electricity price and temperature : hedging against the weather-related risks on the Nordic market,"Unfavorable weather raises cost of doing business around the world. According to the
CME Group, around 30 percent of gross domestic product (GDP) of the United States (US) is
affected by the weather. Only in the US total ...",2016-09-01
2382,"Price Premiums in the Shipbuilding Market : A study of determinants for bulker, tanker and container segments in the 1990-2014 period","In this thesis we investigate whether a number of variables specific to a vessel, the
contracting parties, or market conditions affect the price charged for the ship. Literature in
maritime economics seems to suggest ...",2016-09-01
2385,Crowdfunding as a tool for startups to raise capital : why and how to use it,"This	thesis	aims	to	educate	the	reader on	the	different	characteristics	of	crowdfunding,	such	
that	entrepreneurs	who	are	considering	how	to	raise	funds	for	their	new	project	can	make	
more	 informed	 decisions.	 The	 ...",2016-03-30
2389,Landstrøm i Bergen Havn,Denne masterutredningen studerer om landstrømteknologi bør fase ut tradisjonell generatordrift av offshoreskip ved kailigge. Studien undersøker også om landstrømløsningen er lønnsom for aktørene som er tilknyttet Bergen ...,2016-03-29
2390,Exit strategies by private equity firms in the nordic region : An empirical assessment of IPO performance across private equity-backed- and non-backed firms and a qualitative assessment of exit strategies by private equity firms,"This study investigates underpricing of private equity (PE)- backed IPOs and the various exit
routes available to PE firms. First, we examine whether IPO underpricing differ across PEbacked-
and non-backed (NB) firms ...",2016-03-29
2400,"Collaborative consumption : live fashion, don’t own it : developing new business models for the fashion industry","The rise of collaborative consumption is a phenomenon that appeared in many industries, such as in space sharing (e.g. Airbnb), car sharing (e.g. Uber), video streaming (e.g. Netflix), and more recently also in the fashion ...",2016-03-17
2402,How can Retailers Take Responsibility? : Responsible Business Model Innovation in the Retail Industry a quantitative approach,This master thesis is one of a series of papers and reports published by the Center for Service Innovation (CSI). CSI is a coordinated effort by NHH to focus on the innovation challenges facing the service sector and ...,2016-03-17
2403,Influences of customer personality traits on co-creational activities,"Very limited research exists that studies how customer personality traits influence the 
participation in the value co-creation process, nor does there exists much research on the 
further intention to use the brand or ...",2016
2404,An empirical analysis of health effects from electrification : evidence from Norway 1900-1921,"Does access to electricity from hydroelectricity plants affect the health of a population? The
aim of this thesis is to analyze the health effects from hydroelectricity at a time when
electrification was more or less ...",2016
2405,Statistisk arbitrasje : kan pairs trading avkrefte svak markedseffektivitet på Oslo Børs?,"Denne oppgaven søker å teste svak markedseffektivitet på Oslo Børs i perioden 01.01.1985-
31.12.2015. Dette gjøres ved å undersøke om det er mulig å oppnå risikojustert meravkastning
ved hjelp av en statistisk ...",2016
2410,"Learning by Failing, or Failing to Learn?","This thesis investigates the effects on company performance of employing a CEO with
bankruptcy experience. Bankruptcy experience refers to that the incumbent CEO has previously
filed for bankruptcy as CEO in another ...",2016
2412,"Mexico´s Energy Reform : an analysis of the market, new policy and integration of renewable energy for economic and sustainable development","In the framework of the approved Energy Reform in 2013, Mexico puts an end to seven
decades of centralized control of the energy and electricity markets within the government
through the State governed companies CFE ...",2016
2430,Magic formula combined with long/short portfolio optimization,"The Magic Formula is a two factor value investing model, specialized in finding underpriced
low risk investment opportunities. This study extends available data until 2015 on the ability
for the Magic Formula to rank ...",2016
2447,Stakeholder engagement : Schiphol airport case : managing engagement with stakeholders when the interests are conflicting,"Stakeholder engagement is the process by which an organization involves people who may be
affected by the decisions it makes or can influence the implementation of its decisions. They
may support or oppose the decisions, ...",2016
2449,Trade in regulatory decisions : a study of market regulation and corruption in OECD countries,"Corruption and its harmful consequences is often described as a developing country problem,
but there are reasons to believe that corruption risk is present in developed countries as well.
This thesis aims to study the ...",2016
2459,Developing an optimal energy mix : eradication of periodic power crisis in Ghana till 2030,"The present situation in Ghana presents major challenges in providing the required energy in a
reliable and sustainable manner considering environmental and economic impacts of energy
production and use and the nexus ...",2016
2463,Uncertainty in real estate development : a real options framework,"We develop a real options framework to facilitate optimal decision making and valuation for local real estate development projects in Bergen. With uncertain time to completion, the investor must continuously trade off the ...",2016
2467,The risk-return relationship on macroeconomic announcement days : an empirical study of the Norwegian stock market,"On days when macroeconomic news in Norway is scheduled to be announced, we find a
significant and linear relationship between the market beta and average daily excess return.
Using Fama-Macbeth regressions, we estimate ...",2016
2468,Financing of startups - investors’ requirement for exit strategy: A comparative study of Norway and the United States,"“A company doesn’t sell itself though it is a success. A lot of work has to be put into the exit
strategy”
Rune Rinnan, Founder and Venture Capitalist, Televenture
This thesis aims to gain an understanding of the ...",2016
2477,Valuation of Scatec Solar ASA : a fundamental analysis of a high-growth company,"This thesis aims at obtaining the fair value of Scatec Solar ASA by applying a three-stage
weighted average cost of capital model, supported with a relative valuation approach. By
thoroughly examining key aspects of the ...",2016
2478,The socio-economic impact of renewable energy in Sub-Saharan Africa : a ripple effect analysis of the ASYV solar power plant in Rwanda,"Socio-economic benefits are gaining prominence as a key driver for renewable energy
deployment in Sub-Saharan Africa. However, analytical work and empirical evidence on
these topics remains relatively limited. In an ...",2016
2479,Contrarian Factors in Frontier Markets,"The objective behind this thesis is to test whether certain contrarian factors can predict longterm
stock returns in frontier markets. We do this by measuring simple, observable variables
and their effect on returns 1 ...",2016
2480,Private label brands : the effect of brand name strategy on perceived quality,"The objective of this study has been to examine if brand name strategy influences the
perceived quality of private label grocery brands. The brand name strategy details how the
private label brand name is connected to ...",2016
2481,"Learning by failing, or failing to learn? : an empirical study of the effects of employing a CEO with bankruptcy experience in private companies in Norway",Ikke funnet,2016
2483,The effects of commodity price shocks on economic sectors : a comparative study of metal exporters,"This study investigates the effect of commodity price volatility on sectoral production for
three main metal exporters: Australia, Chile, and South Africa. Using quarterly data of the
real value added per industry from ...",2016
2485,"Cost function estimation in the Norwegian pelagic fisheries : a study of coastal vessels, purse seiners and pelagic trawlers through a cost minimisation approach","This thesis contains a study of cost structures through a cost minimisation approach.
Estimations reveal predicted u-shaped unit cost functions for three types of vessels
participating in the Norwegian pelagic fisheries: ...",2016
